STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year
1703,NAN,"GHAGGER AT MOONAK, PUNJAB",20.0,4.8,7.5,896.0,10.0,4.1,7000.0,70000.0,2009.0
2511,"NABADIP ON GANGA,GHOSHPARA NEAR MONIPURGHAT",WEST BENGAL,27.4,7.4,7.9,353.0,3.3,0.7,143275.0,474917.0,
3378,"MYNTANG RIVER AT MYNSO, JAYANTIA HILLS",MEGHALAYA,10.65536767,8.865536767,7.098305151,299.0,5.1,5.720904442,386.0,1800.0,
,,,21.609699600000003,7.06020027,7.665050067,141.0,2.67,0.8034949929999999,160.0,329.0,
2483,VARUNA B/C WITH RIVER GANGA AT VARANASI,UTTAR PRADESH,23.3,3.3,8.4,508.0,36.5,0.0,137417.0,224167.0,
3468,,,10.38909618,9.266915416,7.038909618,95.0,1.8,4.61090382,58.0,130.0,
2427,,,10.528321,9.433985201,7.0528321,182.0,14.2,4.471678999,,,
,,,14.08185656,6.257299591000001,7.873451475,195.0,1.1,17.27346495,700.0,1250.0,
13,"GODAVARI AT MANCHERIAL, A.P.",ANDHRA PRADESH,29.5,4.1,9.1,518.0,16.5,0.0,240.0,900.0,
2339,"RIVER MUSI AT NAGOLE,RANGAREDDY",ANDHRA PRADESH,17.2,0.2,7.5,1255.0,69.0,0.0,,,
1718,"GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANA NEAR RD NO. 629, RAJASTHAN",RAJASTHAN,32.6,4.0,6.8,370.0,3.0,0.8,4.0,9.0,
3081,,,21.16801194,8.337921124,7.588846727999999,100.0,2.4,0.568295969,7453.0,12640.0,
1438,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, ",GUJARAT,28.3,3.2,7.7,885.0,6.3,0.51,3900.0,9575.0,2010.0
3180,CURTORIM LAKE,GOA,31.6,4.9,6.5,148.0,2.8,1.05,2864.0,4218.0,
1344,AHMEDABAD,GUJARAT,29.5,7.03,8.1,320.0,29.5,3.23,783.0,12400.0,
1457,"IMPHAL AT KOIRENGEI, MANIPUR",MANIPUR,22.3,6.1,7.3,141.0,1.4,,,63.0,2011.0
1698,"D/S CHHATBIR, PUNJAB",NAN,20.0,5.0,7.3,748.0,7.4,2.65,12500.0,90000.0,2008.0
1699,"U/S DHAKANSU NALLAH, PUNJAB",PUNJAB,23.5,4.9,7.5,977.0,16.5,5.0,12375.0,30500.0,2013.0
1434,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,",GUJARAT,32.0,,7.2,1440.0,46.0,0.2,80.0,330.0,2010.0
,,,20.27340164,5.326598364,7.826598364,80.0,1.3,6.826598364,,250.0,
3471,"RIVER KARAMANA AT ARUVIKARA, THIRUVANANTHAPURAM",KERALA,26.3,7.0,7.1,30.0,0.5,0.32,211.0,496.0,2013.0
1328,TAMBIRAPARANI AT PAPPANKULAM,NAN,26.8,7.0,6.9,73.0,1.7,0.4,87.0,144.0,2010.0
1072,"GOMTI AT VARANASI, U.P",UTTAR PRADESH,22.9,7.8,8.1,306.0,3.0,0.0,6917.0,11283.0,
3460,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",KERALA,27.0,6.6,8.0,310.0,1.1,0.54,517.0,783.0,2012.0
1564,AYUR,NAN,27.8,7.1,6.9,75.0,0.6,0.73,300.0,583.0,2010.0
3121,SONE RIVER NEAR BANZARI,BIHAR,19.0,8.2,7.6,250.0,2.1,0.0,710.0,1567.0,
1546,KHANDEPAR AT OPA NAN PONDA,GOA,29.0,7.1,6.8,70.0,0.8,0.17,716.0,3567.0,2012.0
1704,"D/S SARDULGARH, PUNJAB",PUNJAB,26.0,4.0,7.4,1096.0,26.0,3.0,31750.0,57500.0,2013.0
2164,VASHISTI AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA,18.10216913,9.523373154,7.105108456,901.0,6.7,2.946361208,386.0,1800.0,
1626,"HEIRANGOITHONG, MANIPUR",NAN,23.0,3.7,7.5,224.0,4.0,,,394.0,2007.0
1076,"GHAGHARA NEAR CHAPRA, BIHAR",BIHAR,23.2,8.6,8.2,260.0,2.2,0.0,1115.0,2433.0,
2425,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",ORISSA,24.0,6.9,7.6,99.0,1.6,1.39,3066.0,5395.0,2012.0
2708,"SURYA RIVER AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",NAN,28.3,7.1,7.8,174.0,3.3,0.44,33.0,83.0,2010.0
,,,21.95066863,6.75066863,7.698662741000001,120.0,1.36,0.903729604,7453.0,12640.0,
NAN,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",NAN,30.0,5.4,7.37,104.8,1.8019999999999998,0.215,456.0,557.0,2005.0
1632,GANOL RIVER TURA,MEGHALAYA,18.80297047,8.997772149,7.140148523,46.0,0.5,2.578440504,700.0,1250.0,
2306,R UPPALA AT  UPPALA BR.,KERALA,29.0,6.2,7.2,9326.0,1.3,0.22,61.0,141.0,2012.0
1817,GANGA AT MOKAMA (U/S),BIHAR,24.1,7.8,7.9,277.0,2.3,0.0,1251.0,2770.0,
2702,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",MAHARASHTRA,31.0,6.3,7.7,322.0,3.5,1.1,4.0,116.0,2012.0
3380,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS",MEGHALAYA,18.27110904,9.396668219,7.113555452000001,27.0,0.6,2.857667754,150.0,246.0,
1642,NAGAVALLI AT JAYKAYPUR D/S,ORISSA,26.0,6.8,8.1,264.0,2.6,1.16,2428.0,5142.0,2012.0
2707,,,10.28988393,9.147860722,7.028988393,162.0,3.3,4.710116065,864.0,1538.0,
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA,28.4,7.1,7.5,127.0,3.4,4.4,17.0,63.0,2013.0
1548,"RIVER ASSONORA AT ASSONORA, GOA",GOA,27.9,6.7,6.4,93.0,1.4,0.1,2147.0,3433.0,
1860,BALEHWAR KHADI AT N.H. NO. 8,NAN,30.0,8.1,540.0,7.2,2.5,,,540.0,2003.0
1339,"MEENACHIL AT KIDANGOOR, KERALA",NAN,26.0,6.6,6.2,42.0,0.6,1.97,475.0,925.0,2008.0
2367,"GODAVARI AT BHADRACHALAM U/S BATHING GHAT, KHAMMAM",ANDHRA PRADESH,20.0,6.0,8.1,443.0,0.3,1.0,2.0,640.0,
2199,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA,28.4,6.7,7.3,9293.0,3.5,1.8,,,
2868,CHAKPI AT CHAKPI KARONG ,MANIPUR,19.0,10.0,7.4,157.0,0.6,,,5.0,2011.0
1330,NAN,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",29.0,7.5,7.2,473.0,2.1,0.1,220.0,338.0,2009.0
2199,SAVITRI AT OVALE VILLAGE.,NAN,22.1,6.3,7.5,10825.0,2.9,1.93,5.0,101.0,2010.0
1456,RUSHIKULYA AT GANJAM D/S,ORISSA,12.60200407,9.73813395,7.177019427,15608.0,25.0,3.459323626,,40.0,
3373,WAH BLEI,MEGHALAYA,10.54977177,9.45972612,7.0549771770000005,108.0,3.3,4.450228233,,70.0,
2858,"NAMBUL RIVER AT SAMUSANG,IMPHAL WEST",MANIPUR,18.73276065,9.050429512000001,7.136638033,49.0,0.9,2.6153006580000002,183.0,273.0,
2671,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA,25.3,5.3,7.7,24062.0,9.9,1.2,156.0,304.0,2014.0
1168,"TUNGHA AT D/S OF SHIMOGA TOWN, KARNATAKA",KARNATAKA,27.6,6.0,7.8,166.0,3.5,0.2,273.0,734.0,
NAN,"BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,GUJARAT",NAN,,5.7,7.62,665.0,2.12,0.86,1050.0,6000.0,2005.0
2302,NAN,R NEELASWARAM AT NAMBIARKAL DAM,28.0,6.4,6.7,3131.0,2.2,0.12,820.0,1055.0,2009.0
2771,"BHADRA AT U/S OF KIOCL, KARNATAKA",KARNATAKA,21.5,5.5,7.4,185.0,1.0,0.1,532.0,2064.0,
2427,VANSADHARA AT GUNUPUR (INTERSTATE BOUNDRY),ORISSA,25.8,7.2,8.0,198.0,1.4,0.57,677.0,1850.0,2011.0
1643,NAGAVALLI AT RAYAGADA D/S,ORISSA,25.0,7.2,8.1,272.0,3.1,1.46,2196.0,4586.0,2012.0
1448,NAGAVALLI AT THOTAPALLI REGULATOR,ANDHRA PRADESH,11.00488252,9.999201896,7.100234737,163.0,4.5,3.9983521489999996,4.0,7.0,
1717,NAN,"KODRA DAM, MOUNT ABU, RAJASTHAN",23.0,4.8,7.3,260.0,0.8,1.1,3.0,7.0,2009.0
2443,NAN,GAUTAMINANGODAVARI RIVER,33.0,7.1,7.6,406.0,3.0,15.8,,,2009.0
1486,"ALKANANDA A/C MANDAKINI AT RUDRAPRAYAG, UTTAR PRADESH",UTTARAKHAND,16.7,8.1,8.0,,1.0,0.0,,,
3374,WAH BLEI,MEGHALAYA,11.46017239,8.946017239,7.219025858999999,111.0,4.4,6.606189632,,70.0,
2860,"NAMBUL AT NAOREMTHONG, IMPHAL WEST",MANIPUR,19.0554924,8.808380697,7.15277462,104.0,0.6,2.445866488,152.0,231.0,
NAN,"AMBIKA AT BILIMORA, GUJARAT",NAN,,7.0,8.16,4545.0,4.165,0.34299999999999997,9593.0,27550.0,2005.0
1450,PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK,TAMILNADU,27.0,6.8,7.5,890.0,2.1,0.51,274.0,589.0,2012.0
NAN,"CHALIYAR AT CHUNGAPALLY, KERALA",NAN,,6.8,6.98,7179.1,0.475,0.20600000000000002,211.0,466.0,2005.0
1148,NAN,"AMBIKA AT BILIMORA, GUJARAT",30.0,6.1,8.1,14921.0,3.2,0.3,4300.0,23625.0,2009.0
1026,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",NAN,23.5,6.1,7.8,825.0,16.0,14.0,,,2010.0
3359,"UMKHRAH RIVER AT DEMTHRING, SHILLONG",MEGHALAYA,18.0,3.9,7.1,235.0,16.9,16.61,16500.0,23000.0,2012.0
2048,"PATIALA KI RAO, CHANDIGARH",NAN,30.0,,7.4,,50.0,0.4,,,2007.0
2331,R BHARATHAPUZHA AT KUTTIPPURAM,KERALA,25.4,7.2,7.4,164.0,0.9,0.46,1325.0,2225.0,2011.0
2460,DAMANGANGA AT DISCHARG POINT DISTILLARY,DAMAN & DIU,29.9,3.7,7.5,39503.0,13.5,25.71,,,2010.0
2713,"VASHISHTI RIVER AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL, KHERDI, RATNAGIRI",MAHARASHTRA,23.0,7.0,7.4,178.0,2.7,0.9,,40.0,
2443,GAUTAMINANGODAVARI RIVER,PONDICHERRY,25.0,6.8,8.1,1516.0,,0.28,,,2012.0
1885,RIVER GHAGGAR AT D/S OF SURAJPUR,HARYANA,18.23856585,9.421075608999999,7.111928292999999,70.0,1.7,2.874752926,732.0,1350.0,
NAN,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",NAN,27.0,7.4,7.0,88.5,0.977,0.18600000000000003,27.0,105.0,2005.0
1642,"NAGAVALLI AT JAYKAYPUR D/S, ",NAN,28.0,7.5,8.1,228.0,2.1,0.4,3390.0,5850.0,2010.0
2294,R KALLAI AT KALLAI BRIDGE,KERALA,26.3,3.7,7.7,32005.0,1.2,0.9,40000.0,60392.0,2014.0
1189,"BHIMA AT PUNE U/S VITHALWADI, MAHARASHTRA",MAHARASHTRA,26.3,3.7,7.9,453.0,7.5,2.2,202.0,1468.0,
1546,NAN,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",28.0,7.2,6.5,8240.0,1.6,0.25,17.0,46.0,2009.0
2233,"BOGINADI NEAR BRIDGE NH-52, LAKHIMPUR",ASSAM,24.0,7.7,6.6,177.0,1.3,1.6,875.0,29558.0,
2625,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,HIMACHAL PRADESH,11.39778272,8.939778272,7.209667408,43.0,1.1,6.537560993,4.0,7.0,
1321,"BHAVANI AT BHAVANI SAGAR, TAMILNADU",TAMILNADU,26.8,7.2,7.9,161.0,1.9,0.2,15109.0,32509.0,
2714,"VASHISHTI AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNAGIRI",NAN,27.3,7.0,7.7,118.0,2.1,0.5,3.0,64.0,2010.0
3464,"CHALIYAR AT NILAMBUR, MALAPPURAM",KERALA,26.4,7.2,7.4,82.0,0.7,0.5,840.0,1311.0,2014.0
1476,"MANDOVI AT TONCA, MARCELA, GOA",NAN,29.0,6.5,7.1,3110.0,1.6,0.1,1243.0,2056.0,2007.0
1155,"KARAMANA AT MOONNATTUMUKKU, KERALA",KERALA,27.0,3.1,7.2,1416.0,13.2,4.41,2992.0,19917.0,2013.0
2704,,,19.14498031,8.668608987,7.491585592000001,88.0,1.8,1.2510691440000001,4698.0,8625.0,
2653,"BHATSA RIVER AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,27.4,6.8,7.7,85.0,5.2,0.3,11.0,23.0,2014.0
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",TAMILNADU,25.4,6.7,6.3,98.0,3.3,1.5,21.0,74.0,2013.0
2697,"PENGANGA RIVER NEAR WATER SUPPLY SCHEME OF UMARKHED MC BELKHED, UMARKHED, YAVATMAL",MAHARASHTRA,25.0,5.8,8.3,506.0,8.5,2.6,14.0,34.0,
2654,"BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,27.8,6.7,7.8,80.0,4.9,0.3,12.0,29.0,
1861,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,NAN,28.0,6.4,8.0,477.0,2.4,,12325.0,22825.0,2007.0
1544,"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",NAN,28.75,7.6,6.775,213.3,1.3,0.17300000000000001,133.0,3275.0,2006.0
2422,"NAGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",ORISSA,10.40130592,8.840130592000001,7.060195889,286.0,1.3,5.4414365170000005,13.0,31.0,
2465,NAN,"DAMANGANGA AT NAROLI BRIDGE, SILVASSA",33.0,6.8,8.0,374.0,21.0,1.5,180.0,1800.0,2009.0
3178,RAIA LAKE,GOA,31.6,5.9,6.6,110.0,2.7,1.0,1666.0,12638.0,
2356,"GODAVARI,  D/S OF RAMANUGUNDAM,",ANDHRA PRADESH,29.0,4.4,8.5,656.0,13.0,0.0,300.0,500.0,
1571,KARINGODE AT KAKKADAVU,KERALA,28.0,7.2,7.3,54.0,0.9,0.25,330.0,610.0,2011.0
1455,RUSHIKULYA AT GANJAM U/S,ORISSA,28.0,8.0,8.3,312.0,1.4,0.73,1618.0,4319.0,2012.0
2303,NAN,R PULLUR AT PULLUR BR.,27.0,5.8,6.5,59.0,1.5,0.13,1800.0,2788.0,2009.0
3357,"UMNGOT RIVER AT SMIT, EAST KHASI HILLS",MEGHALAYA,18.0,8.0,7.0,48.0,1.4,3.8,17.0,41.0,2012.0
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KARNATAKA,10.55253434,9.463041212,7.055253434,205.0,7.0,4.447465656,7.0,67.0,
2187,KRISHNA RIVER AT KSHETRA MAHULI.,MAHARASHTRA,20.8,6.1,8.4,551.0,5.6,2.3,183.0,1377.0,
3189,RIVER CHAPORA AT SIOLIM,GOA,30.0,6.0,7.5,72.0,1.6,0.2,4995.0,9517.0,
2291,R KEECHERI AT VADAKKANCHERY BRIDGE,NAN,28.8,5.1,6.7,88.0,1.9,0.63,405.0,713.0,2010.0
2289,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,27.9,6.4,6.5,58.0,1.3,0.34,255.0,960.0,2011.0
1543,"RIVER KALNA AT CHANDEL- PERNEM, GOA",GOA,27.8,7.1,7.1,176.0,1.2,0.1,4573.0,7817.0,
1286,UDAISAGAR LAKE AT UDAIPUR (INTAKE PT.) RAJASTHAN,RAJASTHAN,23.9,4.6,8.4,1463.0,3.2,1.0,16.0,557.0,
,,,21.92701575,5.484123031,7.739717327999999,973.0,27.8,1.172418903,23.0,620.0,
1569,"THALIPARAMBA, KERALA",NAN,28.0,6.6,6.9,11654.0,0.7,0.3,338.0,963.0,2007.0
2276,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",NAN,28.0,8.1,7.1,335.0,3.2,0.21,1300.0,5400.0,2008.0
1161,,,12.76313797,9.711794754,7.184766249,51.0,2.0,3.404940934,,313.0,
2051,TLAWNG DOWNSTREAM AIZAWL,MIZORAM,10.44114149,9.329369791,7.044114148999999,313.0,4.0,4.558858508,3896.0,6742.0,
1093,ULHAS AT U/S OF NRC BUND AT MOHANE,MAHARASHTRA,10.92766247,9.913194962999999,7.092766247,121.0,1.4,4.07233753,129.0,279.0,
1443,"ACHENKOIL AT CHENNITHULA, KERALA",NAN,27.0,5.9,6.4,54.0,0.7,3.53,375.0,985.0,2008.0
1633,"SIMSANG RIVER WILLIAMNAGAR, MEGHALAYA",NAN,18.0,7.0,7.0,161.0,1.7,2.43,250.0,375.0,2007.0
2862,"IMPHAL AT SAMUROU, IMPHAL WEST",MANIPUR,19.01142351,8.841432369,7.150571175,193.0,3.1,2.469002658,90.0,130.0,
1563,NAN,"NEYYAR AMARAVILA, KERALA",26.0,7.2,6.7,73.0,0.9,0.28,335.0,2150.0,2009.0
1699,"GHAGGAR AT U/S DHAKANSU NALLAH, PUNJAB",NAN,15.0,6.8,7.3,433.5,5.4,1.35,635.0,9250.0,2006.0
,,,21.90057119,6.700571187,7.798857626,88.0,3.9,0.998914745,7.0,170.0,
2180,GODAVARI RIVER NEAR TAPOVAN.,MAHARASHTRA,24.8,5.2,7.7,475.0,10.3,1.9,122.0,343.0,
3372,RILANG RIVER,MEGHALAYA,11.74916552,8.974916552,7.262374827,74.0,1.6,6.9240820670000005,,70.0,
3380,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS",MEGHALAYA,25.0,9.9,7.2,65.0,1.5,2.31,21.0,55.0,2012.0
1150,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",NAN,25.0,7.102,7.945,307.5,1.525,0.11,26.0,50.0,2006.0
3368,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,17.9,6.9,7.2,44.0,1.4,2.66,14.0,33.0,2013.0
1786,"VEDADRI , GUNTUR DIST., A.P",ANDHRA PRADESH,24.9,6.8,7.9,726.0,0.9,0.6,2.0,1875.0,
1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",TRIPURA,10.4111896,8.84111896,7.061678439,72.0,0.5,5.452308555,3176.0,6367.0,
1569,R KUPPAM AT THALIPARAMBA,KERALA,19.85376112,8.209679159,7.192688056000001,225.0,3.8,2.026775411,11210.0,14920.0,
1342,NAN,"ACHENKOIL AT THUMPAMON, KERALA",27.0,6.8,7.0,62.0,0.6,0.93,240.0,434.0,2009.0
2442,GAUTAMINANGODAVARI RIVER,PONDICHERRY,25.0,6.9,7.4,4990.0,3.0,0.37,,,2012.0
1700,"D/S DHAKANSU NALLAH, PUNJAB",NAN,20.5,5.1,7.6,1069.0,26.5,6.6,20250.0,49250.0,2010.0
1624,"IRIL AT LILONG, MANIPUR",MANIPUR,22.3,4.7,7.4,220.0,1.6,,,140.0,2011.0
3190,RIVER SINQUERIM (CANDOLIM SIDE NEAR BRIDGE),GOA,30.3,5.6,7.7,40.0,1.5,0.07,4153.0,7130.0,2013.0
2442,GAUTAMINANGODAVARI RIVER,PONDICHERRY,32.0,6.9,8.2,10910.0,,0.02,,,2011.0
3026,,,12.17150125,9.808504604,7.156322175,349.0,1.1,3.60461833,7.0,363.0,
2696,"PEHLAR DAM ON PEHLAR RIVERNANINLET OF WATER WORKS, VASAI, THANE",NAN,21.0,6.3,7.7,455.0,1.1,3.28,3428.0,5500.0,
1310,"KRISHNA AT KURUNDWAD IN KOLHAPUR,MAHARASHTRA",MAHARASHTRA,24.0,7.0,7.5,400.0,2.8,1.2,4.0,110.0,
2239,"SANKOSH RIVER, DHUBRI",ASSAM,29.0,5.3,6.8,132.0,2.3,0.8,1280.0,62780.0,
2563,"MANUSMAR RIVER AT RIGA, SITAMARHI",BIHAR,22.3,5.6,7.4,330.0,3.5,0.0,2000.0,5560.0,
1573,IRUMPANAM,NAN,28.1,2.2,6.4,625.0,2.3,1.29,1125.0,6505.0,2010.0
NAN,"HOSDURG, KERALA",NAN,,6.8,7.08,19740.8,0.975,0.165,127.0,515.0,2005.0
1052,"GANGA AT ULUBERIA, WEST BENGAL",WEST BENGAL,27.1,6.3,8.1,368.0,3.4,0.6,31417.0,78083.0,
,,,22.0,6.46463411,7.7,269.0,1.8,2.45853644,,,
1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",RAJASTHAN,22.3,6.0,7.2,106.0,0.8,0.4,4.0,15.0,
2878,LOKCHAO RIVER AT BISHNUPUR,MANIPUR,29.0,8.1,8.0,162.0,1.8,,,26.0,2012.0
2778,"ARKAVATHI AT T.G. HALLI RESERVOIR, , KARNATAKA",KARNATAKA,29.4,6.6,7.7,1049.0,4.3,1.3,46.0,1012.0,
1458,"IRIL AT PORAMPET, MANIPUR",MANIPUR,22.0,5.5,7.3,179.0,1.2,,,75.0,2011.0
2423,NAN,"BUDHABALANGA, D/S OF BARIPADA TOWN",27.0,7.4,8.0,238.0,1.9,0.2,2950.0,5975.0,2009.0
2289,NAN,R KARUVANNURR AT KARUVANNUR BRIDGE,28.0,6.7,6.5,55.0,0.9,0.6,265.0,500.0,2009.0
1476,,,10.0,8.8,7.0,114.0,1.4,5.0,22.0,51.0,
3376,LUKHA RIVER AT SUNAPUR (TRIBUTARY OF LUNAR),MEGHALAYA,21.2,7.3,6.6,274.0,2.5,2.4,176.0,386.0,2014.0
1212,"WARDHA AT RAJURA BRIDGE, MAHARASHTRA",MAHARASHTRA,23.7,5.7,8.2,498.0,8.9,2.1,40.0,70.0,
1865,RIVER DHADAR AT KOTHADA,NAN,27.0,1.1,7.8,1076.0,7.67,0.63,28.0,77.0,2008.0
2619,PABBAR AT D/S SWARAKUDDU,HIMACHAL PRADESH,12.6,9.0,7.0,163.0,0.3,0.3,3.0,9.0,
2333,,,11.70115574,8.970115574,7.255173361000001,131.0,0.8,6.8712713160000005,150.0,291.0,
3464,,,10.08083025,8.896996302,7.008083025,303.0,1.5,4.919169749,82.0,132.0,
1625,"HUMP BRIDGE, MANIPUR",NAN,27.0,3.2,6.8,389.0,26.0,,,633.0,2008.0
,,,15.75282875,6.274151374,7.622584862999999,20360.0,8.8,13.51544428,18857.0,32714.0,
1434,AMLAKHADI AT ANKLESHWAR,NAN,27.0,,7.5,5414.0,359.0,0.1,3.0,14.0,2007.0
1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,KARNATAKA,18.74375933,9.042180501,7.137187967000001,78.0,1.2,2.609526351,152.0,231.0,
,,,21.54481346,6.3,7.7,29920.0,3.6,3.5088216539999997,,664.0,
2524,"KALJANI D/S OF ALIPURDWAR, MUNICIPALITY DISCHARGE POINT ",WEST BENGAL,28.8,7.6,7.6,141.0,2.4,0.3,4708.0,15667.0,
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA,27.1,5.4,7.5,2413.0,7.4,1.5,59.0,116.0,
1546,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",GOA,29.8,6.7,6.8,83.0,1.2,0.17,2140.0,3559.0,2013.0
NAN,"DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT",NAN,27.0,5.0,7.22,18370.3,19.663,0.452,9625.0,13525.0,2005.0
1063,"GANGA AT KANNAUJ U/S (RAJGHAT), U.P",UTTAR PRADESH,26.9,7.9,7.9,288.0,2.9,0.2,2200.0,4467.0,
2273,NAN,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",29.0,5.1,7.5,,2.3,0.38,1201.0,1754.0,2009.0
1146,"GANGA AT BITHOOR (KANPUR), U.P.",UTTAR PRADESH,27.0,7.9,8.2,290.0,3.0,0.2,2333.0,4256.0,
2444,CORINGA RIVER,NAN,28.0,6.9,8.8,238.0,4.0,0.05,,,2010.0
2676,"MUCHKUNDI AT WAKED NEAR M/S ASAHI INDIA GLASS LTD, WAKED, LANJA, RATNAGIRI",NAN,21.0,5.7,7.3,12697.0,45.6,2.4,164.0,1529.0,
2168,MITHI RIVER,MAHARASHTRA,26.1,3.6,7.4,4424.0,31.3,2.2,276.0,474.0,
1455,RUSHIKULYA AT GANJAM U/S,ORISSA,10.9422383,8.89422383,7.141335745,196.0,4.4,6.03646213,,30.0,
1346,"SURSAGAR LAKE AT BARODA, GUJARAT",GUJARAT,29.3,6.4,8.0,23125.0,4.8,2.0,4500.0,178.0,
18,PERIYAR AT KALADY,KERALA,27.0,7.5,7.2,36.0,1.1,0.27,282.0,1134.0,2012.0
1154,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",KERALA,27.8,6.9,6.9,134.0,1.1,0.4,249.0,531.0,2014.0
2295,R CORAPUZHA AT KANAYANKODE,KERALA,18.31441837,9.364186221,7.115720919,692.0,1.9,2.834930355,6073.0,9423.0,
1054,"GANGA AT PALTA, WEST BENGAL",WEST BENGAL,27.0,6.7,7.8,315.0,3.4,0.9,106417.0,171417.0,
2326,NAN,R KORAYAR AT KANJIKODE,27.0,6.2,7.6,498.0,0.4,0.28,613.0,1400.0,2009.0
2704,"SAVITRI AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",NAN,21.0,6.2,7.6,148.0,1.2,2.23,2606.0,4301.0,
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",NAN,20.0,7.4,7.5,413.0,2.1,1.23,1663.0,10775.0,2007.0
2183,GODAVARI RIVER AT NANDUR- MADMESHWAR DAM.,MAHARASHTRA,25.7,5.7,7.9,294.0,3.2,2.69,45.0,132.0,
2333,RIVER PERIYAR AT MUPPATHADAM,KERALA,19.85222052,8.210834607999999,7.192611026,79.0,0.8,2.027584226,40.0,70.0,
1457,"IMPHAL AT KOIRENGEI, MANIPUR",NAN,22.0,5.67,7.02,153.0,1.67,,,22.0,2010.0
1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",TAMILNADU,23.5,6.9,6.3,65.0,3.5,0.0,17.0,52.0,2013.0
1444,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",NAN,27.0,7.7,440.0,6.5,2.4,0.9,0.9,688.0,2003.0
2053,TUIRIAL LOWER CATCHMENT,MIZORAM,23.5,6.5,7.8,161.0,1.8,0.99,,,2013.0
1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",MAHARASHTRA,26.8,6.9,7.5,133.0,3.2,0.55,252.0,409.0,2011.0
1895,KAGINA D/S OF SEWAGE DISPOSAL POINT,KARNATAKA,29.1,6.9,8.3,596.0,2.6,0.3,842.0,1425.0,
